first_name,last_name,latest_team,position,college_name,age,overall,birthdate,height,weight,handedness,jerseyNum,yearsPro,Archetype,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/awareness/value,stats/awareness/diff,stats/bCVision/value,stats/bCVision/diff,stats/blockShedding/value,stats/blockShedding/diff,stats/breakSack/value,stats/breakSack/diff,stats/breakTackle/value,stats/breakTackle/diff,stats/carrying/value,stats/carrying/diff,stats/catchInTraffic/value,stats/catchInTraffic/diff,stats/catching/value,stats/catching/diff,stats/changeOfDirection/value,stats/changeOfDirection/diff,stats/deepRouteRunning/value,stats/deepRouteRunning/diff,stats/finesseMoves/value,stats/finesseMoves/diff,stats/hitPower/value,stats/hitPower/diff,stats/impactBlocking/value,stats/impactBlocking/diff,stats/injury/value,stats/injury/diff,stats/jukeMove/value,stats/jukeMove/diff,stats/kickAccuracy/value,stats/kickAccuracy/diff,stats/kickPower/value,stats/kickPower/diff,stats/kickReturn/value,stats/kickReturn/diff,stats/leadBlock/value,stats/leadBlock/diff,stats/manCoverage/value,stats/manCoverage/diff,stats/mediumRouteRunning/value,stats/mediumRouteRunning/diff,stats/overall/value,stats/overall/diff,stats/passBlock/value,stats/passBlock/diff,stats/passBlockFinesse/value,stats/passBlockFinesse/diff,stats/passBlockPower/value,stats/passBlockPower/diff,stats/playAction/value,stats/playAction/diff,stats/playRecognition/value,stats/playRecognition/diff,stats/powerMoves/value,stats/powerMoves/diff,stats/press/value,stats/press/diff,stats/pursuit/value,stats/pursuit/diff,stats/release/value,stats/release/diff,stats/runBlock/value,stats/runBlock/diff,stats/runBlockFinesse/value,stats/runBlockFinesse/diff,stats/runBlockPower/value,stats/runBlockPower/diff,stats/runningStyle/value,stats/runningStyle/diff,stats/shortRouteRunning/value,stats/shortRouteRunning/diff,stats/spectacularCatch/value,stats/spectacularCatch/diff,stats/speed/value,stats/speed/diff,stats/spinMove/value,stats/spinMove/diff,stats/stiffArm/value,stats/stiffArm/diff,stats/tackle/value,stats/tackle/diff,stats/throwAccuracyDeep/value,stats/throwAccuracyDeep/diff,stats/throwAccuracyMid/value,stats/throwAccuracyMid/diff,stats/throwAccuracyShort/value,stats/throwAccuracyShort/diff,stats/throwOnTheRun/value,stats/throwOnTheRun/diff,stats/throwPower/value,stats/throwPower/diff,stats/throwUnderPressure/value,stats/throwUnderPressure/diff,stats/toughness/value,stats/toughness/diff,stats/trucking/value,stats/trucking/diff,stats/zoneCoverage/value,stats/zoneCoverage/diff,yearsLeft,contract_apy,contract_guarantees,Snaps,snaps_pct
Larry,Ogunjobi,PIT,LE,Charlotte,30,75,06/03/1994,75,305,Right,99,7,Power Rusher - DE,74,0,72,0,79,0,86,0,89,0,83,0,26,0,74,0,12,0,18,0,31,0,30,0,35,0,54,0,3,0,63,0,79,0,85,0,92,0,31,0,17,0,17,0,14,0,35,0,23,0,6,0,75,0,45,0,45,0,44,0,6,0,79,0,75,0,17,0,81,0,15,0,45,0,45,0,46,0,Long Stride Awkward,0,14,0,28,0,75,0,23,0,28,0,83,0,6,0,6,0,6,0,6,0,23,0,10,0,89,0,33,0,31,0,0,6696735,5426735,21.90%,21.90%
Marcedes,Lewis,CHI,TE,UCLA,40,75,5/19/84,78,267,Right,84,18,Blocking - TE,70,0,68,0,88,0,86,0,82,0,68,0,75,0,45,0,11,0,54,0,75,0,77,0,80,0,59,0,53,0,20,0,25,0,76,0,94,0,72,0,37,0,39,0,35,0,63,0,12,0,59,0,75,0,64,0,63,0,62,0,6,0,13,0,20,0,25,0,59,0,70,0,76,0,72,0,76,0,Long Stride High and Tight,0,65,0,80,0,73,0,60,0,64,0,35,0,6,0,10,0,15,0,10,0,40,0,15,0,91,0,65,0,13,0,0,1255000,0,7.10%,
Marcus,Jones,NE,CB,Houston,25,78,10/22/98,68,175,Right,25,3,Manto Man - CB,95,0,92,0,87,0,93,0,48,0,73,0,88,0,42,0,24,0,74,0,65,0,48,0,77,0,93,0,42,0,36,0,60,0,41,0,87,0,87,0,13,0,14,0,88,0,15,0,74,0,45,0,78,0,30,0,27,0,29,0,6,0,73,0,25,0,56,0,73,0,29,0,31,0,30,0,31,0,Short Stride Default,0,54,0,66,0,93,0,83,0,31,0,60,0,8,0,12,0,16,0,21,0,24,0,10,0,84,0,26,0,66,0,3,12000000,17500000,64.40%,
Mekhi,Blackmon,IND,CB,USC,25,75,3/18/99,71,178,Right,5,2,Slot - CB,95,0,90,0,86,0,90,0,55,0,73,0,71,0,40,0,13,0,57,0,55,0,58,0,71,0,89,0,35,0,42,0,64,0,44,0,87,0,75,0,15,0,11,0,67,0,13,0,70,0,42,0,75,0,26,0,26,0,26,0,6,0,74,0,29,0,74,0,72,0,49,0,34,0,35,0,35,0,Default Stride Loose,0,52,0,66,0,90,0,66,0,29,0,70,0,6,0,6,0,6,0,6,0,27,0,10,0,85,0,25,0,74,0,1,1326021,857512,67.30%,
Mike,Edwards,BUF,SS,Kentucky,28,75,5/18/96,70,205,Right,21,5,Zone - S,91,0,85,0,88,0,91,0,63,0,79,0,72,0,57,0,15,0,50,0,60,0,53,0,78,0,82,0,10,0,28,0,78,0,57,0,89,0,69,0,25,0,25,0,40,0,12,0,66,0,15,0,75,0,35,0,35,0,35,0,6,0,76,0,25,0,73,0,78,0,15,0,35,0,35,0,35,0,Default Stride Loose,0,25,0,63,0,89,0,65,0,39,0,63,0,6,0,6,0,6,0,6,0,22,0,14,0,90,0,25,0,74,0,0,1170000,0,11.40%,
Mike,Jackson,CAR,CB,Miami,27,75,01/10/1997,73,210,Right,30,5,Manto Man - CB,89,0,84,0,93,0,86,0,61,0,80,0,56,0,53,0,10,0,43,0,57,0,40,0,67,0,86,0,12,0,37,0,63,0,45,0,87,0,67,0,14,0,15,0,30,0,15,0,74,0,19,0,75,0,35,0,35,0,35,0,6,0,77,0,32,0,73,0,71,0,45,0,35,0,35,0,35,0,Default Stride Loose,0,29,0,61,0,91,0,60,0,38,0,56,0,6,0,6,0,6,0,6,0,25,0,12,0,81,0,31,0,75,0,,,,,
Nate,Davis,CHI,LG,Charlotte,27,75,9/23/96,75,316,Right,64,5,Power - G,64,0,61,0,66,0,87,0,90,0,84,0,10,0,37,0,12,0,7,0,40,0,10,0,25,0,52,0,5,0,22,0,35,0,85,0,85,0,10,0,21,0,24,0,10,0,83,0,12,0,5,0,75,0,67,0,63,0,73,0,6,0,33,0,25,0,10,0,45,0,12,0,82,0,86,0,76,0,Default Stride Awkward,0,10,0,12,0,68,0,10,0,10,0,45,0,6,0,6,0,6,0,6,0,30,0,12,0,87,0,20,0,15,0,,,,,
Nate,Wiggins,BAL,CB,Clemson,21,79,8/28/03,74,173,Right,2,1,Manto Man - CB,95,0,92,0,86,0,86,0,49,0,66,0,79,0,40,0,32,0,71,0,58,0,59,0,71,0,90,0,42,0,29,0,54,0,32,0,86,0,77,0,16,0,15,0,72,0,20,0,75,0,45,0,79,0,21,0,13,0,11,0,18,0,65,0,25,0,66,0,70,0,37,0,28,0,21,0,21,0,Default Stride Loose,0,47,0,70,0,96,0,76,0,30,0,60,0,21,0,23,0,27,0,29,0,33,0,16,0,78,0,21,0,74,0,2,3204956,12819822,90.70%,
Noah,Fant,SEA,TE,Iowa,26,75,11/20/97,76,249,Right,87,5,Vertical Threat - TE,91,0,87,0,87,0,87,0,72,0,66,0,80,0,38,0,18,0,67,0,76,0,77,0,89,0,77,0,63,0,19,0,26,0,60,0,90,0,72,0,12,0,17,0,10,0,47,0,16,0,66,0,75,0,59,0,58,0,56,0,10,0,28,0,16,0,19,0,38,0,71,0,59,0,59,0,56,0,Long Stride Loose,0,69,0,81,0,88,0,64,0,62,0,41,0,10,0,15,0,20,0,10,0,28,0,14,0,82,0,64,0,22,0,0,2750000,1000000,34.10%,34.10%
Parris,Campbell,DAL,WR,Ohio State,27,75,7/16/97,72,208,Right,80,5,,92,0,89,0,89,0,82,0,56,0,72,0,85,0,41,0,22,0,74,0,73,0,78,0,85,0,89,0,75,0,10,0,23,0,50,0,80,0,85,0,12,0,14,0,76,0,36,0,16,0,73,0,75,0,43,0,26,0,28,0,6,0,21,0,10,0,16,0,45,0,67,0,50,0,30,0,28,0,Short Stride Default,0,75,0,79,0,93,0,77,0,59,0,38,0,6,0,10,0,15,0,10,0,26,0,18,0,78,0,46,0,24,0,1,1215000,0,0.20%,
Rashaad,Penny,CAR,HB,San Diego St.,28,75,02/02/1996,71,220,Left,28,6,Elusive Back - HB,91,0,86,0,80,0,87,0,74,0,75,0,78,0,31,0,23,0,80,0,89,0,48,0,65,0,82,0,42,0,10,0,31,0,31,0,78,0,84,0,13,0,17,0,82,0,33,0,13,0,49,0,75,0,53,0,29,0,36,0,12,0,12,0,10,0,18,0,38,0,53,0,31,0,22,0,28,0,Default,0,55,0,41,0,90,0,79,0,81,0,34,0,18,0,21,0,26,0,24,0,38,0,17,0,78,0,75,0,15,0,,,,,
Riley,Dixon,TB,P,Syracuse,31,75,8/24/93,76,221,Right,9,8,Power - KP,75,0,68,0,70,0,89,0,56,0,62,0,50,0,24,0,24,0,34,0,50,0,15,0,38,0,52,0,10,0,10,0,58,0,22,0,88,0,51,0,79,0,92,0,10,0,16,0,13,0,10,0,75,0,10,0,10,0,10,0,22,0,25,0,10,0,10,0,62,0,15,0,20,0,16,0,16,0,Default,0,10,0,20,0,73,0,30,0,37,0,34,0,22,0,33,0,37,0,29,0,43,0,13,0,79,0,41,0,22,0,1,3000000,3000000,28.20%,
Rodney,McLeod Jr,CLE,SS,Virginia,34,75,6/23/90,70,183,Right,12,12,Zone - S,87,0,88,0,86,0,88,0,58,0,84,0,57,0,46,0,11,0,46,0,65,0,35,0,67,0,81,0,10,0,59,0,79,0,58,0,90,0,59,0,19,0,17,0,68,0,13,0,63,0,13,0,75,0,35,0,35,0,35,0,6,0,80,0,52,0,73,0,73,0,25,0,35,0,35,0,35,0,Default,0,15,0,66,0,85,0,65,0,44,0,69,0,6,0,6,0,6,0,6,0,21,0,19,0,77,0,46,0,73,0,,,,,
Ruke,Orhorhoro,ATL,LE,Clemson,22,73,10/13/01,76,290,Right,98,1,Run Stopper - DE,83,0,71,0,78,0,83,0,90,0,72,0,36,0,78,0,12,0,16,0,34,0,10,0,48,0,64,0,3,0,66,0,83,0,85,0,84,0,32,0,19,0,21,0,9,0,18,0,23,0,6,0,73,0,45,0,44,0,45,0,6,0,74,0,76,0,22,0,84,0,17,0,45,0,45,0,44,0,Default Stride Bread Loaf,0,13,0,12,0,76,0,27,0,36,0,83,0,6,0,6,0,6,0,6,0,22,0,15,0,88,0,33,0,29,0,2,2479032,8735167,54.30%,
Sam,Williams,DAL,RE,Ole Miss,25,76,3/31/99,76,261,Right,54,3,Power Rusher - DE,91,0,82,0,86,0,74,0,77,0,71,0,27,0,73,0,19,0,19,0,35,0,34,0,42,0,70,0,5,0,67,0,79,0,82,0,90,0,27,0,14,0,12,0,10,0,21,0,30,0,7,0,76,0,45,0,45,0,45,0,6,0,68,0,78,0,24,0,83,0,13,0,45,0,45,0,45,0,Long Stride Loose,0,10,0,30,0,89,0,23,0,33,0,82,0,6,0,6,0,6,0,6,0,20,0,14,0,78,0,33,0,40,0,0,1556064,3399649,42.80%,42.80%
Sebastian,Joseph-Day,TEN,LE,Rutgers,29,78,3/21/95,76,310,Right,69,7,Run Stopper - DE,79,0,69,0,77,0,79,0,86,0,79,0,20,0,75,0,12,0,16,0,24,0,20,0,21,0,60,0,3,0,56,0,76,0,82,0,88,0,24,0,6,0,8,0,10,0,23,0,20,0,7,0,78,0,45,0,45,0,45,0,6,0,83,0,75,0,10,0,82,0,15,0,45,0,45,0,45,0,Default Stride Awkward,0,15,0,19,0,74,0,17,0,26,0,85,0,6,0,6,0,6,0,6,0,10,0,14,0,88,0,20,0,26,0,0,6500000,4980000,45.60%,45.60%
Shaquill,Griffin,FA,CB,UCF,29,75,7/20/95,72,198,Right,1,7,Zone - CB,92,0,85,0,91,0,91,0,63,0,74,0,73,0,52,0,13,0,53,0,67,0,68,0,72,0,87,0,11,0,37,0,67,0,58,0,87,0,80,0,12,0,14,0,45,0,18,0,73,0,14,0,75,0,35,0,35,0,35,0,6,0,72,0,28,0,81,0,75,0,19,0,35,0,35,0,35,0,Default,0,24,0,72,0,91,0,73,0,48,0,60,0,6,0,6,0,6,0,6,0,14,0,10,0,87,0,36,0,77,0,,,,,
Sheldon,Rankins,HOU,DT,Louisville,30,75,04/02/1994,74,305,Right,98,8,Run Stopper - DT,73,0,71,0,83,0,79,0,87,0,85,0,26,0,75,0,12,0,13,0,40,0,28,0,43,0,59,0,3,0,69,0,80,0,83,0,89,0,25,0,17,0,17,0,9,0,35,0,28,0,5,0,75,0,44,0,45,0,44,0,6,0,84,0,76,0,13,0,79,0,15,0,45,0,45,0,46,0,Long Stride High and Tight,0,13,0,26,0,73,0,17,0,25,0,81,0,6,0,6,0,6,0,6,0,23,0,13,0,91,0,33,0,39,0,0,5250000,4500000,57.40%,57.40%
Steve,Avila,LAR,C,TCU,24,76,10/16/99,75,330,Right,73,2,Power - C,71,0,56,0,73,0,87,0,88,0,80,0,11,0,16,0,11,0,10,0,35,0,20,0,23,0,56,0,6,0,10,0,35,0,91,0,91,0,10,0,25,0,27,0,9,0,75,0,9,0,10,0,76,0,79,0,73,0,85,0,5,0,18,0,10,0,10,0,18,0,15,0,73,0,71,0,75,0,Default Stride Awkward,0,20,0,21,0,65,0,10,0,10,0,30,0,5,0,5,0,5,0,5,0,17,0,10,0,90,0,20,0,10,0,1,2313177,7442147,73.70%,
T'Vondre,Sweat,TEN,DT,Texas,23,79,01/11/2007,77,366,Right,93,1,Run Stopper - DT,70,0,67,0,66,0,70,0,94,0,69,0,41,0,78,0,13,0,35,0,44,0,41,0,47,0,49,0,3,0,68,0,83,0,86,0,90,0,38,0,23,0,24,0,10,0,25,0,24,0,5,0,79,0,40,0,40,0,40,0,6,0,75,0,66,0,20,0,80,0,12,0,45,0,45,0,45,0,Default Stride Awkward,0,10,0,43,0,63,0,30,0,47,0,82,0,7,0,10,0,13,0,6,0,22,0,15,0,86,0,50,0,28,0,2,2388110,7926795,35.90%,
Taysom,Hill,NO,TE,BYU,34,76,8/23/90,74,221,Right,7,8,Vertical Threat - TE,89,0,83,0,90,0,86,0,82,0,73,0,93,0,54,0,81,0,82,0,78,0,77,0,81,0,83,0,58,0,53,0,68,0,75,0,85,0,85,0,54,0,69,0,79,0,63,0,53,0,63,0,76,0,55,0,49,0,52,0,79,0,41,0,44,0,45,0,68,0,66,0,62,0,56,0,60,0,Short Stride Default,0,67,0,78,0,90,0,78,0,84,0,57,0,74,0,74,0,81,0,79,0,84,0,75,0,95,0,86,0,59,0,0,10000000,10100000,18.70%,18.70%
Terence,Steele,DAL,RT,Texas Tech,27,73,06/04/1997,78,310,Right,78,5,Power - OT,76,0,56,0,69,0,87,0,88,0,79,0,10,0,25,0,12,0,5,0,40,0,21,0,41,0,46,0,10,0,10,0,20,0,83,0,91,0,10,0,12,0,17,0,10,0,82,0,15,0,12,0,73,0,68,0,63,0,74,0,6,0,15,0,10,0,10,0,24,0,14,0,83,0,84,0,82,0,Long Stride Loose,0,27,0,25,0,74,0,10,0,15,0,32,0,6,0,6,0,6,0,6,0,22,0,14,0,88,0,25,0,20,0,3,16500000,23554000,98.00%,
Troy,Hill,CAR,CB,Oregon,33,75,8/29/91,71,180,Right,13,9,Manto Man - CB,90,0,90,0,86,0,88,0,60,0,85,0,61,0,47,0,10,0,49,0,67,0,50,0,73,0,85,0,12,0,27,0,45,0,45,0,88,0,71,0,11,0,15,0,61,0,15,0,76,0,19,0,75,0,21,0,25,0,25,0,6,0,83,0,21,0,65,0,71,0,15,0,21,0,25,0,25,0,Short Stride Loose,0,29,0,65,0,89,0,66,0,25,0,45,0,6,0,6,0,6,0,6,0,25,0,10,0,77,0,25,0,74,0,,,,,
Tuli,Tuipulotu,LAC,LOLB,USC,21,75,02/03/2009,75,266,Right,45,2,Speed Rusher - OLB,83,0,71,0,72,0,77,0,88,0,79,0,36,0,76,0,12,0,24,0,33,0,27,0,35,0,65,0,6,0,78,0,83,0,79,0,92,0,31,0,28,0,31,0,10,0,32,0,40,0,8,0,75,0,40,0,40,0,40,0,9,0,76,0,71,0,37,0,85,0,15,0,45,0,45,0,45,0,Default Stride High and Tight,0,15,0,32,0,77,0,21,0,39,0,81,0,6,0,7,0,9,0,6,0,20,0,17,0,90,0,40,0,52,0,1,1642846,3577887,72.20%,
Tutu,Atwell,LAR,WR,Louisville,24,75,10/07/1999,69,165,Right,5,4,,94,0,89,0,80,0,82,0,40,0,79,0,84,0,21,0,57,0,67,0,63,0,79,0,83,0,90,0,78,0,10,0,12,0,30,0,80,0,79,0,17,0,20,0,69,0,16,0,10,0,74,0,75,0,22,0,14,0,10,0,54,0,18,0,10,0,10,0,28,0,59,0,36,0,20,0,13,0,Short Stride Default,0,76,0,81,0,93,0,74,0,40,0,18,0,54,0,55,0,60,0,64,0,66,0,49,0,74,0,22,0,17,0,0,10000000,10000000,16.50%,16.50%
Wan'Dale,Robinson,NYG,WR,Kentucky,23,77,01/05/2001,68,185,Right,17,3,,93,0,92,0,83,0,81,0,61,0,70,0,83,0,32,0,24,0,76,0,78,0,80,0,85,0,90,0,73,0,10,0,29,0,43,0,87,0,83,0,17,0,21,0,76,0,24,0,24,0,74,0,77,0,29,0,16,0,12,0,16,0,31,0,10,0,23,0,37,0,57,0,43,0,26,0,21,0,Short Stride Default,0,76,0,79,0,91,0,76,0,51,0,34,0,10,0,14,0,19,0,18,0,27,0,19,0,82,0,52,0,30,0,0,2046292,5791409,84.60%,84.60%
Xavier,Worthy,KC,WR,Texas,21,80,4/27/03,71,165,Right,1,1,,96,0,88,0,90,0,85,0,47,0,66,0,83,0,17,0,45,0,72,0,71,0,75,0,81,0,90,0,79,0,10,0,15,0,32,0,91,0,80,0,20,0,21,0,83,0,16,0,13,0,76,0,80,0,24,0,15,0,12,0,31,0,15,0,10,0,10,0,25,0,65,0,36,0,24,0,20,0,Default,0,76,0,76,0,98,0,74,0,50,0,19,0,51,0,52,0,50,0,61,0,62,0,45,0,78,0,31,0,18,0,2,3447566,13790264,58.00%,
Yetur,Gross-Matos,SF,RE,Penn State,26,75,2/26/98,77,265,Right,94,5,Power Rusher - DE,87,0,80,0,82,0,79,0,81,0,73,0,27,0,73,0,11,0,14,0,30,0,16,0,31,0,70,0,5,0,66,0,82,0,77,0,87,0,30,0,14,0,19,0,10,0,13,0,27,0,7,0,75,0,45,0,45,0,45,0,6,0,73,0,75,0,16,0,82,0,14,0,45,0,45,0,45,0,Long Stride Loose,0,10,0,16,0,84,0,24,0,28,0,84,0,6,0,6,0,6,0,6,0,18,0,15,0,87,0,32,0,32,0,0,9000000,9390000,14.60%,14.60%
Zach,Charbonnet,SEA,HB,UCLA,23,78,01/08/2001,73,220,Right,26,2,Power Back - HB,89,0,82,0,85,0,86,0,79,0,68,0,85,0,41,0,26,0,83,0,93,0,53,0,70,0,78,0,46,0,38,0,49,0,43,0,87,0,77,0,16,0,18,0,65,0,41,0,25,0,54,0,78,0,55,0,33,0,40,0,10,0,45,0,31,0,28,0,50,0,49,0,48,0,23,0,32,0,Default,0,61,0,52,0,88,0,75,0,79,0,50,0,10,0,14,0,18,0,20,0,23,0,11,0,83,0,91,0,31,0,1,1719020,3813333,45.40%,
A'Shawn,Robinson,CAR,LE,Alabama,29,75,3/21/95,75,320,Right,94,9,Run Stopper - DE,70,0,58,0,66,0,79,0,85,0,81,0,21,0,77,0,12,0,13,0,39,0,34,0,42,0,53,0,3,0,58,0,82,0,87,0,89,0,23,0,17,0,17,0,9,0,36,0,18,0,5,0,75,0,44,0,45,0,44,0,6,0,84,0,71,0,13,0,84,0,15,0,45,0,45,0,46,0,Default Stride Awkward,0,13,0,37,0,66,0,17,0,25,0,86,0,6,0,6,0,6,0,6,0,23,0,17,0,90,0,33,0,26,0,1,7500000,7375000,62.20%,
Alontae,Taylor,NO,CB,Tennessee,25,73,12/03/1998,73,199,Right,1,3,Zone - CB,94,0,81,0,92,0,88,0,60,0,75,0,72,0,15,0,46,0,57,0,63,0,59,0,72,0,83,0,36,0,42,0,75,0,54,0,91,0,76,0,21,0,21,0,45,0,15,0,68,0,40,0,73,0,35,0,35,0,35,0,38,0,74,0,33,0,75,0,71,0,42,0,35,0,35,0,35,0,Long Stride Default,0,43,0,64,0,94,0,67,0,34,0,41,0,30,0,35,0,42,0,40,0,44,0,32,0,78,0,38,0,75,0,0,1801174,4157266,96.20%,96.20%
Amani,Oruwariye,TEN,CB,Penn State,28,74,02/09/1996,74,205,Right,27,5,Zone - CB,86,0,86,0,87,0,92,0,65,0,81,0,65,0,50,0,15,0,58,0,62,0,62,0,74,0,85,0,11,0,41,0,53,0,44,0,88,0,72,0,17,0,18,0,56,0,15,0,69,0,16,0,74,0,33,0,34,0,33,0,6,0,77,0,35,0,80,0,72,0,27,0,34,0,34,0,33,0,Long Stride Loose,0,26,0,70,0,89,0,66,0,35,0,52,0,6,0,6,0,6,0,6,0,27,0,13,0,89,0,41,0,78,0,1,1215000,0,0.00%,
Andrew,Wingard,JAX,SS,Wyoming,27,74,12/05/1996,72,200,Right,42,6,Zone - S,90,0,87,0,87,0,88,0,55,0,77,0,70,0,53,0,15,0,54,0,74,0,43,0,71,0,83,0,10,0,45,0,84,0,60,0,89,0,71,0,19,0,15,0,30,0,21,0,65,0,25,0,74,0,40,0,35,0,35,0,15,0,75,0,57,0,63,0,79,0,15,0,35,0,40,0,45,0,Default Stride Loose,0,35,0,61,0,87,0,63,0,46,0,66,0,10,0,10,0,15,0,15,0,35,0,12,0,88,0,74,0,74,0,0,3200000,4080000,87.70%,87.70%
Anthony,Richardson,IND,QB,Florida,22,74,5/22/02,76,250,Right,5,1,Scrambler - QB,92,0,88,0,93,0,77,0,73,0,71,0,91,0,27,0,83,0,79,0,57,0,17,0,39,0,87,0,13,0,10,0,26,0,34,0,86,0,79,0,17,0,22,0,20,0,28,0,11,0,16,0,74,0,16,0,15,0,20,0,86,0,17,0,10,0,10,0,29,0,17,0,25,0,23,0,20,0,Default,0,20,0,19,0,91,0,75,0,79,0,33,0,76,0,78,0,86,0,72,0,95,0,74,0,90,0,78,0,17,0,1,8498508,33994030,1.30%,
Arden,Key,TEN,LOLB,LSU,28,75,05/03/1996,77,240,Right,49,7,Speed Rusher - OLB,79,0,77,0,76,0,76,0,79,0,82,0,21,0,75,0,12,0,13,0,32,0,19,0,35,0,65,0,4,0,80,0,82,0,78,0,87,0,36,0,12,0,17,0,10,0,14,0,34,0,8,0,75,0,45,0,45,0,45,0,6,0,81,0,70,0,21,0,83,0,12,0,45,0,45,0,45,0,Long Stride Loose,0,10,0,16,0,81,0,29,0,31,0,79,0,6,0,6,0,6,0,6,0,10,0,14,0,79,0,28,0,46,0,0,7000000,13000000,42.30%,42.30%
Arthur,Maulet,BAL,CB,Memphis,31,74,7/13/93,70,190,Right,10,7,Zone - CB,88,0,82,0,86,0,89,0,59,0,79,0,66,0,52,0,15,0,65,0,57,0,62,0,70,0,81,0,16,0,49,0,65,0,44,0,88,0,77,0,25,0,22,0,50,0,14,0,75,0,23,0,74,0,35,0,35,0,35,0,6,0,81,0,38,0,72,0,73,0,24,0,35,0,35,0,35,0,Short Stride Loose,0,33,0,64,0,89,0,68,0,38,0,58,0,6,0,6,0,6,0,6,0,31,0,14,0,81,0,38,0,77,0,0,1255000,0,9.60%,9.60%
Ashtyn,Davis,NYJ,SS,California,27,74,10/10/1996,73,202,Right,21,4,Zone - S,93,0,89,0,88,0,86,0,60,0,76,0,74,0,49,0,20,0,61,0,64,0,57,0,74,0,84,0,30,0,32,0,81,0,63,0,85,0,78,0,17,0,18,0,81,0,10,0,64,0,35,0,74,0,30,0,34,0,33,0,6,0,75,0,26,0,64,0,71,0,29,0,35,0,34,0,33,0,Default Stride Loose,0,44,0,68,0,93,0,67,0,51,0,63,0,14,0,6,0,6,0,6,0,37,0,10,0,92,0,47,0,73,0,0,2500000,1230000,66.70%,66.70%
Austin,Jackson,MIA,RT,USC,25,74,08/11/1999,77,320,Right,73,5,Agile - OT,77,0,65,0,76,0,85,0,84,0,82,0,27,0,55,0,12,0,13,0,24,0,20,0,31,0,55,0,5,0,41,0,52,0,80,0,86,0,26,0,20,0,20,0,10,0,87,0,22,0,7,0,74,0,77,0,80,0,75,0,6,0,42,0,54,0,18,0,53,0,13,0,76,0,78,0,74,0,Long Stride Awkward,0,18,0,16,0,72,0,22,0,34,0,54,0,6,0,6,0,6,0,6,0,22,0,10,0,91,0,32,0,31,0,1,12000000,13066124,31.60%,
Braden,Fiske,LAR,LE,Florida State,24,82,1/18/00,77,297,Right,55,1,Power Rusher - DE,82,0,67,0,81,0,83,0,84,0,76,0,33,0,75,0,12,0,16,0,33,0,17,0,45,0,69,0,3,0,72,0,80,0,81,0,89,0,31,0,19,0,20,0,9,0,12,0,39,0,7,0,82,0,45,0,45,0,45,0,6,0,74,0,76,0,22,0,84,0,17,0,45,0,45,0,44,0,Long Stride Awkward,0,14,0,17,0,80,0,26,0,31,0,81,0,6,0,6,0,6,0,6,0,22,0,14,0,89,0,28,0,51,0,2,2352531,7643653,48.30%,
Braden,Mann,PHI,P,Texas AM,26,77,11/24/97,71,198,Right,10,5,Power - KP,80,0,78,0,76,0,87,0,45,0,63,0,21,0,26,0,19,0,20,0,25,0,10,0,30,0,69,0,10,0,10,0,12,0,23,0,86,0,10,0,74,0,92,0,10,0,23,0,21,0,10,0,77,0,20,0,24,0,24,0,10,0,10,0,10,0,10,0,18,0,12,0,20,0,23,0,23,0,Default Stride Awkward,0,10,0,12,0,78,0,10,0,15,0,44,0,15,0,15,0,15,0,18,0,28,0,14,0,83,0,15,0,29,0,0,2100000,2775000,32.10%,32.10%
Braxton,Berrios,HOU,WR,Miami,28,74,10/06/1995,69,190,Right,0,6,Slot - WR,90,0,90,0,86,0,86,0,55,0,76,0,81,0,29,0,27,0,71,0,72,0,79,0,84,0,86,0,72,0,10,0,15,0,39,0,89,0,79,0,13,0,18,0,84,0,21,0,18,0,75,0,74,0,34,0,16,0,16,0,6,0,18,0,10,0,10,0,34,0,68,0,39,0,10,0,17,0,Short Stride Loose,0,77,0,76,0,91,0,73,0,39,0,25,0,6,0,10,0,15,0,10,0,19,0,20,0,77,0,34,0,25,0,0,1800000,300000,5.20%,5.20%
Bryce,Hall,TB,CB,Virginia,26,73,11/05/1997,73,202,Right,34,5,Manto Man - CB,90,0,85,0,90,0,87,0,57,0,77,0,67,0,49,0,10,0,48,0,64,0,66,0,70,0,83,0,50,0,46,0,57,0,53,0,87,0,71,0,14,0,15,0,40,0,18,0,72,0,55,0,73,0,35,0,35,0,35,0,6,0,75,0,42,0,78,0,69,0,45,0,35,0,35,0,35,0,Default Stride Loose,0,59,0,72,0,90,0,62,0,43,0,65,0,6,0,6,0,6,0,6,0,35,0,12,0,83,0,45,0,73,0,,,,,
Bud,Dupree,LAC,ROLB,Kentucky,31,72,02/12/1993,76,269,Right,48,10,Power Rusher - OLB,86,0,76,0,93,0,80,0,76,0,75,0,39,0,72,0,12,0,15,0,50,0,26,0,62,0,67,0,5,0,67,0,88,0,79,0,81,0,46,0,20,0,25,0,10,0,19,0,43,0,5,0,72,0,45,0,45,0,45,0,6,0,76,0,77,0,56,0,84,0,30,0,45,0,45,0,45,0,Default,0,15,0,36,0,84,0,45,0,43,0,79,0,6,0,6,0,6,0,6,0,33,0,14,0,84,0,40,0,56,0,1,4005000,2495000,38.50%,
